time_s,shard_id,x_m,y_m,speed_mps,distance_to_bs_m,dwell_remaining_s
1019,33,1283.34,767.01,13.19,277.50,60
1019,48,1254.11,838.23,3.23,214.53,11
1019,53,922.84,716.89,8.16,259.87,14
1019,55,1075.31,762.88,11.37,173.27,28
1019,56,929.29,1029.43,13.16,163.29,17
1019,99,1005.71,739.16,14.66,204.73,24
1019,100,1062.39,755.72,14.63,179.99,34
1019,129,957.48,725.92,13.54,234.84,21
1019,148,911.14,710.65,6.44,271.51,18
1019,180,908.64,725.97,3.83,260.42,5
1019,190,1038.96,746.01,3.26,191.22,25
1020,0,1023.33,747.50,11.46,192.34,33
1020,3,1001.51,741.30,11.07,203.90,36
1020,26,885.16,887.77,6.63,184.19,65
1020,31,1323.71,861.86,14.20,270.96,26
1020,33,1278.75,779.25,13.07,266.51,59
1020,48,1258.87,840.38,5.23,217.84,10
1020,53,918.30,715.92,4.64,263.15,13
1020,55,1086.64,766.25,11.82,171.10,27
1020,56,930.37,1042.62,13.24,170.36,16
1020,99,991.40,735.28,14.83,212.84,23
1020,100,1050.70,752.25,12.19,183.88,33
1020,129,944.82,722.58,13.09,243.71,20
1020,132,903.67,687.21,13.28,295.20,14
1020,148,911.05,702.46,8.12,278.38,17
1020,180,908.40,719.84,6.18,265.52,4
1020,190,1033.26,745.92,5.75,192.10,24
1021,0,1034.18,750.70,11.31,187.24,32
1021,3,1012.56,744.41,11.48,197.84,35
1021,26,891.17,888.48,6.05,178.21,64
1021,31,1310.20,856.73,14.46,259.50,25
1021,33,1274.27,791.22,12.77,255.96,58
1021,48,1265.47,843.08,7.13,222.64,9
1021,53,917.52,715.73,0.80,263.73,12
1021,55,1097.88,769.59,11.73,169.75,26
1021,56,931.39,1055.05,12.47,177.66,15
1021,99,978.17,731.53,13.75,221.10,22
1021,100,1041.98,749.93,9.03,186.96,32
1021,129,934.84,719.94,10.33,250.97,19
1021,132,904.56,701.43,14.24,282.83,13
1021,148,910.39,692.05,10.34,287.51,16
1021,180,908.18,712.43,7.52,271.71,3
1021,190,1026.05,744.63,7.33,194.62,23
1022,0,1045.17,753.95,11.46,182.64,31
1022,3,1024.26,747.78,12.18,191.89,34
1022,26,897.97,889.28,6.84,171.44,63
1022,31,1297.60,851.93,13.48,249.10,24
1022,33,1269.91,802.88,12.46,245.87,57
1022,48,1274.20,846.42,9.35,229.29,8
1022,53,917.51,715.73,0.01,263.74,11
1022,55,1109.41,773.01,12.02,169.19,25
1022,56,932.08,1063.42,8.40,182.90,14
1022,99,964.24,727.70,14.46,230.27,21
1022,100,1037.57,748.89,4.53,188.54,31
1022,129,928.32,718.22,6.74,255.81,18
1022,132,905.03,714.47,13.05,271.85,12
1022,148,910.01,686.12,5.89,292.75,15
1022,180,907.85,702.59,9.96,280.04,2
1022,190,1016.72,742.26,9.64,198.92,22
1023,0,1055.90,757.13,11.19,178.72,30
1023,3,1035.50,751.09,11.72,186.66,33
1023,26,904.67,890.08,6.75,164.78,62
1023,31,1284.85,847.08,13.64,238.89,23
1023,33,1265.41,814.90,12.83,235.72,56
1023,48,1283.59,850.02,10.06,236.65,7
1023,53,917.51,715.73,0.00,263.75,10
1023,55,1120.59,776.34,11.67,169.45,24
1023,56,932.68,1068.15,4.78,185.81,13
1023,99,950.92,724.19,13.77,239.38,20
1023,100,1036.72,748.73,0.87,188.81,30
1023,129,925.18,717.39,3.25,258.19,17
1023,132,905.67,728.63,14.18,260.08,11
1023,146,1292.27,743.23,11.58,299.35,20
1023,148,909.84,683.41,2.69,295.15,14
1023,180,907.14,691.36,11.35,289.83,1
1023,190,1005.59,739.13,11.56,204.79,21
1024,0,1066.75,760.34,11.32,175.41,29
1024,3,1046.60,754.37,11.57,182.08,32
1024,26,910.28,890.74,5.65,159.20,61
1024,31,1274.90,843.27,10.65,231.18,22
1024,33,1262.01,824.00,9.72,228.21,55
1024,48,1293.94,853.96,11.07,244.97,6
1024,53,917.50,715.73,0.00,263.75,9
1024,55,1131.93,780.78,12.19,169.57,23
1024,56,935.81,1073.20,6.13,187.31,12
1024,60,1355.11,875.96,6.08,298.16,0
1024,99,941.51,721.70,9.73,246.09,19
1024,100,1036.41,748.72,0.31,188.88,29
1024,129,924.92,717.32,0.27,258.38,16
1024,132,906.34,738.35,9.75,251.98,10
1024,146,1288.36,753.61,11.10,289.73,19
1024,148,909.84,683.32,0.09,295.23,13
1024,180,906.52,681.61,9.85,298.42,0
1024,190,992.80,735.65,13.26,212.02,20
1025,0,1077.51,763.53,11.22,172.79,28
1025,3,1058.10,757.78,11.99,178.00,31
1025,26,911.43,890.88,1.15,158.07,60
1025,31,1269.15,841.07,6.15,226.84,21
1025,33,1260.18,828.88,5.22,224.25,54
1025,48,1303.79,857.72,10.55,253.10,5
1025,53,917.50,715.73,0.00,263.75,8
1025,55,1142.26,785.96,11.55,169.43,22
1025,56,943.78,1075.04,8.29,183.38,11
1025,99,935.41,720.09,6.32,250.55,18
1025,100,1033.93,748.57,2.48,189.38,28
1025,129,924.84,717.30,0.08,258.44,15
1025,132,906.38,744.41,6.07,247.24,9
1025,146,1284.27,764.52,11.64,279.76,18
1025,148,909.84,683.29,0.02,295.26,12
1025,190,979.36,731.87,13.96,220.33,19
1026,0,1088.37,766.76,11.33,170.84,27
1026,3,1069.33,761.11,11.72,174.72,30
1026,26,911.70,890.89,0.28,157.80,59
1026,31,1267.39,840.39,1.89,225.52,20
1026,33,1257.79,835.99,7.50,218.82,53
1026,48,1313.69,861.49,10.59,261.44,4
1026,53,917.50,715.73,0.00,263.75,7
1026,55,1152.56,791.14,11.53,170.06,21
1026,56,951.49,1074.94,7.72,178.38,10
1026,99,932.71,719.38,2.79,252.54,17
1026,100,1028.99,748.56,4.98,190.22,27
1026,129,924.84,717.30,0.00,258.44,14
1026,132,902.48,747.17,5.44,247.62,8
1026,146,1280.45,774.74,10.91,270.54,17
1026,148,909.83,683.27,0.02,295.28,11
1026,158,1290.33,1128.31,6.48,297.94,23
1026,190,966.52,728.31,13.33,228.75,18
1027,0,1098.59,769.80,10.66,169.69,26
1027,3,1079.87,764.23,10.99,172.30,29
1027,26,911.73,890.89,0.03,157.77,58
1027,31,1267.28,840.35,0.12,225.43,19
1027,33,1255.76,845.15,9.38,212.97,52
1027,48,1323.61,865.25,10.61,269.96,3
1027,53,917.50,715.73,0.00,263.75,6
1027,55,1163.41,796.60,12.14,171.56,20
1027,56,959.44,1074.71,7.95,173.34,9
1027,99,932.15,719.23,0.59,252.96,16
1027,100,1023.53,751.57,6.54,188.32,26
1027,129,924.84,717.30,0.00,258.45,13
1027,132,897.48,746.03,5.15,251.75,7
1027,146,1276.66,784.85,10.80,261.54,16
1027,148,909.83,683.27,0.00,295.28,10
1027,158,1283.89,1128.30,6.43,293.05,22
1027,190,953.38,724.83,13.60,237.67,17
1028,0,1109.26,772.97,11.13,169.19,25
1028,3,1089.50,767.10,10.05,170.68,28
1028,26,911.74,890.89,0.01,157.77,57
1028,31,1267.26,840.34,0.02,225.42,18
1028,33,1254.64,852.97,7.90,208.74,51
1028,48,1333.43,869.37,10.65,278.45,2
1028,53,915.44,715.07,2.17,265.44,5
1028,55,1174.01,801.50,11.68,174.17,19
1028,56,967.92,1074.46,8.49,168.20,8
1028,99,932.12,719.22,0.03,252.98,15
1028,100,1020.36,759.67,8.79,181.13,25
1028,129,924.84,717.30,0.00,258.45,12
1028,132,890.83,744.22,6.89,257.51,6
1028,146,1272.96,794.72,10.53,252.91,15
1028,148,909.83,683.27,0.00,295.28,9
1028,158,1279.25,1128.20,4.64,289.51,21
1028,190,944.52,722.50,9.16,243.92,16
1029,0,1120.16,776.21,11.37,169.44,24
1029,3,1100.07,770.24,11.03,169.57,27
1029,26,911.74,890.89,0.00,157.76,56
1029,31,1267.25,840.34,0.00,225.42,17
1029,33,1253.64,860.17,7.27,205.06,50
1029,48,1342.56,873.70,10.13,286.35,1
1029,53,912.36,712.76,3.95,269.07,4
1029,55,1185.31,806.39,12.31,177.99,18
1029,56,975.63,1074.23,7.71,163.78,7
1029,99,932.10,719.22,0.02,252.99,14
1029,100,1018.45,767.23,7.79,174.28,24
1029,129,922.72,716.86,2.16,259.95,11
1029,132,883.45,742.21,7.65,263.97,5
1029,146,1268.90,805.59,11.61,243.56,14
1029,148,909.83,683.27,0.00,295.28,8
1029,158,1275.25,1126.06,4.81,285.10,20
1029,190,940.02,721.31,4.66,247.17,15
1030,0,1130.08,779.89,10.59,169.64,23
1030,3,1111.31,773.58,11.72,169.18,26
1030,26,911.74,890.89,0.00,157.76,55
1030,31,1267.25,840.34,0.00,225.42,16
1030,33,1252.67,867.21,7.11,201.65,49
1030,48,1351.30,879.47,10.48,293.73,0
1030,53,911.23,706.94,6.01,274.54,3
1030,55,1196.60,811.07,12.22,182.71,17
1030,56,983.75,1073.99,8.12,159.38,6
1030,99,930.16,718.70,2.01,254.44,13
1030,100,1017.61,775.84,8.69,166.19,23
1030,129,919.66,716.25,3.12,262.13,10
1030,132,875.31,739.99,8.44,271.18,4
1030,146,1265.13,815.64,10.73,235.10,13
1030,148,909.83,683.27,0.00,295.28,7
1030,158,1274.69,1120.76,5.45,281.16,19
1030,184,903.66,687.18,13.87,295.22,38
1030,190,939.52,721.18,0.51,247.53,14
1031,0,1140.45,785.05,11.59,169.40,22
1031,3,1121.53,776.64,10.67,169.50,25
1031,26,911.74,890.89,0.00,157.76,54
1031,31,1267.25,840.34,0.00,225.42,15
1031,33,1251.63,874.66,7.52,198.26,48
1031,53,907.59,698.52,8.61,283.57,2
1031,55,1208.13,815.85,12.49,188.23,16
1031,56,989.54,1073.82,5.80,156.43,5
1031,99,928.05,718.15,2.18,256.02,12
1031,100,1017.82,784.58,8.74,157.74,22
1031,129,914.58,714.74,5.30,266.19,9
1031,132,867.74,737.93,7.84,277.93,3
1031,146,1261.25,826.04,11.10,226.56,12
1031,148,909.83,683.27,0.00,295.28,6
1031,158,1275.19,1114.13,6.64,277.23,18
1031,184,904.26,696.65,9.49,286.97,37
1031,190,937.72,720.70,1.86,248.85,13
1032,0,1149.75,789.73,10.41,169.81,21
1032,3,1132.22,780.92,11.53,169.57,24
1032,26,913.48,890.82,1.74,156.12,53
1032,31,1267.25,840.34,0.00,225.42,14
1032,33,1250.65,881.78,7.19,195.24,47
1032,53,906.99,688.96,9.67,291.94,1
1032,55,1218.57,820.40,11.39,193.64,15
1032,56,997.11,1074.00,7.58,153.19,4
1032,99,924.59,717.24,3.58,258.63,11
1032,100,1018.27,793.31,8.74,149.26,21
1032,129,911.26,708.70,7.30,273.06,8
1032,132,860.24,735.91,7.77,284.66,2
1032,146,1259.12,832.27,6.60,221.72,11
1032,148,909.83,683.27,0.00,295.28,5
1032,158,1276.78,1106.99,7.31,273.93,17
1032,184,904.86,708.32,11.69,276.98,36
1032,190,936.47,720.37,1.30,249.77,12
1033,0,1159.23,794.50,10.61,170.88,20
1033,3,1140.89,785.27,9.70,169.41,23
1033,26,917.06,891.79,3.78,152.42,52
1033,31,1267.25,840.34,0.00,225.42,13
1033,33,1249.69,888.68,6.96,192.52,46
1033,41,827.97,1117.17,7.90,296.93,10
1033,53,906.55,682.12,6.91,297.97,0
1033,55,1229.13,825.60,11.77,199.30,14
1033,56,1004.81,1075.05,7.78,151.00,3
1033,99,919.53,716.22,5.17,262.22,10
1033,100,1018.75,801.21,7.91,141.59,20
1033,129,910.85,699.29,9.33,281.15,7
1033,132,852.31,733.78,8.21,291.83,1
1033,146,1259.61,838.69,6.67,219.24,10
1033,148,909.83,683.27,0.00,295.28,4
1033,158,1278.33,1100.04,7.12,270.87,16
1033,184,905.27,722.41,14.10,265.29,35
1033,190,933.18,719.50,3.40,252.19,11
1034,0,1168.83,799.20,10.69,172.73,19
1034,3,1150.18,789.94,10.39,169.84,22
1034,26,918.83,896.65,5.30,149.37,51
1034,31,1267.25,840.34,0.00,225.42,12
1034,33,1248.71,895.67,7.06,189.97,45
1034,41,827.37,1109.83,7.36,292.99,9
1034,55,1239.52,830.88,11.66,205.30,13
1034,56,1013.26,1074.86,8.46,147.78,2
1034,99,912.88,713.47,7.31,268.20,9
1034,100,1019.71,809.21,8.09,133.71,19
1034,129,910.49,693.59,5.66,286.16,6
1034,132,844.66,731.74,7.92,298.80,0
1034,146,1265.01,842.88,6.97,222.32,9
1034,148,909.83,683.27,0.00,295.28,3
1034,158,1279.81,1093.39,6.81,268.08,15
1034,180,903.75,688.46,6.96,294.10,20
1034,184,906.19,736.02,13.64,253.90,34
1034,190,928.10,718.16,5.25,255.98,10
1035,0,1179.13,803.77,11.26,175.76,18
1035,3,1159.66,794.71,10.61,170.94,21
1035,26,919.35,903.68,7.05,147.19,50
1035,31,1267.25,840.34,0.00,225.42,11
1035,33,1247.80,902.82,7.20,187.70,44
1035,41,826.78,1102.54,7.32,289.19,8
1035,55,1245.93,834.13,7.18,209.24,12
1035,56,1021.60,1074.45,8.35,144.79,1
1035,99,911.21,706.34,7.50,275.05,8
1035,100,1023.89,815.42,8.53,126.49,18
1035,129,910.38,691.89,1.69,287.65,5
1035,146,1270.98,845.19,6.40,226.82,8
1035,148,909.83,683.27,0.00,295.28,2
1035,158,1281.31,1086.66,6.90,265.41,14
1035,180,904.32,697.53,9.08,286.20,19
1035,184,907.13,749.52,13.53,242.83,33
1035,190,920.89,716.51,7.40,261.23,9
1036,0,1189.43,808.10,11.17,179.63,17
1036,3,1169.46,799.48,10.90,172.89,20
1036,26,920.01,912.15,8.50,144.92,49
1036,31,1267.25,840.34,0.00,225.42,10
1036,33,1246.88,910.14,7.39,185.64,43
1036,41,826.19,1095.20,7.36,285.52,7
1036,55,1249.43,835.91,3.92,211.46,11
1036,56,1029.46,1074.16,7.87,142.45,0
1036,99,910.99,701.55,4.75,279.18,7
1036,100,1032.41,817.91,8.88,121.71,17
1036,129,910.32,690.97,0.91,288.46,4
1036,146,1278.66,848.13,8.22,232.76,7
1036,148,909.83,683.27,0.00,295.28,1
1036,158,1282.82,1079.91,6.92,262.89,13
1036,180,904.87,708.77,11.25,276.61,18
1036,184,908.19,762.76,13.29,232.12,32
1036,190,917.59,715.75,3.39,263.68,8
1037,0,1199.35,812.21,10.74,183.97,16
1037,3,1180.14,804.22,11.68,176.10,19
1037,26,920.86,922.30,10.19,142.78,48
1037,31,1265.73,839.66,1.68,224.33,9
1037,33,1245.98,917.28,7.19,183.90,42
1037,41,825.52,1087.23,8.00,281.71,6
1037,55,1254.83,838.56,6.02,215.02,10
1037,99,910.80,698.54,2.99,281.81,6
1037,100,1040.36,820.25,8.28,117.66,16
1037,129,910.31,690.83,0.13,288.58,3
1037,146,1288.75,851.98,10.81,240.78,6
1037,148,909.68,680.83,2.42,297.44,0
1037,158,1284.37,1072.92,7.17,260.44,12
1037,180,909.12,715.83,8.68,268.38,17
1037,184,910.61,776.82,14.28,220.15,31
1037,190,917.51,715.73,0.08,263.74,7
1038,0,1209.32,816.34,10.78,188.83,15
1038,3,1189.79,808.25,10.46,179.78,18
1038,26,921.75,934.00,11.73,141.27,47
1038,31,1262.50,837.05,4.22,222.56,8
1038,33,1245.06,924.66,7.44,182.39,41
1038,41,824.88,1079.80,7.46,278.32,5
1038,55,1262.28,841.81,8.13,220.29,9
1038,96,948.94,1208.76,11.31,295.92,51
1038,99,910.79,698.46,0.08,281.88,5
1038,100,1048.06,822.53,8.04,114.17,15
1038,129,910.20,689.05,1.77,290.15,2
1038,146,1299.54,856.10,11.55,249.58,5
1038,158,1285.82,1066.41,6.66,258.32,11
1038,180,917.96,719.13,9.49,260.67,16
1038,184,911.59,790.99,14.20,209.45,30
1038,190,915.40,715.05,2.22,265.47,6
1038,197,773.35,871.08,7.79,296.77,44
1039,0,1219.05,820.61,10.63,193.90,14
1039,3,1199.74,812.37,10.77,184.14,17
1039,26,922.71,944.89,10.94,140.59,46
1039,31,1262.58,831.59,5.66,225.10,7
1039,33,1244.20,931.46,6.85,181.25,40
1039,41,824.21,1071.39,8.43,274.65,4
1039,45,903.60,686.10,13.18,296.17,50
1039,55,1271.86,845.53,10.27,227.49,8
1039,96,948.14,1197.35,11.44,285.74,50
1039,99,910.71,697.07,1.38,283.09,4
1039,100,1055.81,824.81,8.08,111.13,14
1039,129,909.98,685.54,3.49,293.26,1
1039,146,1310.47,860.26,11.69,258.71,4
1039,158,1287.30,1059.79,6.78,256.33,10
1039,180,929.03,721.72,11.38,252.47,15
1039,184,912.47,804.86,13.89,199.46,29
1039,190,912.39,712.81,3.84,269.01,5
1039,197,781.24,872.53,8.02,288.76,43
1040,0,1229.17,825.62,11.30,199.33,13
1040,3,1210.16,816.69,11.28,189.26,16
1040,26,923.58,955.97,11.11,140.89,45
1040,31,1265.11,824.84,7.21,230.52,6
1040,33,1243.18,939.19,7.80,180.21,39
1040,41,823.64,1063.81,7.60,271.48,3
1040,45,904.47,699.91,13.84,284.14,49
1040,55,1282.80,849.71,11.71,236.02,7
1040,96,947.33,1186.00,11.37,275.73,49
1040,99,910.48,693.51,3.54,286.23,3
1040,100,1064.23,827.29,8.78,108.42,13
1040,129,909.63,680.01,5.49,298.17,0
1040,146,1320.70,864.15,10.95,267.45,3
1040,158,1288.71,1053.47,6.48,254.58,9
1040,180,942.20,725.20,13.63,242.71,14
1040,184,913.30,818.01,13.18,190.43,28
1040,190,911.23,706.99,6.03,274.50,4
1040,197,789.04,873.97,7.93,280.84,42
1041,0,1239.07,830.65,11.11,205.03,12
1041,3,1221.07,821.52,11.93,194.99,15
1041,26,924.43,966.90,10.96,142.04,44
1041,31,1268.30,816.32,9.10,237.48,5
1041,33,1242.17,946.63,7.51,179.50,38
1041,41,823.06,1056.11,7.72,268.45,2
1041,42,1351.35,875.65,13.57,294.54,26
1041,45,905.01,713.59,13.69,272.58,48
1041,55,1294.17,854.05,12.17,245.17,6
1041,87,944.69,1206.51,6.50,295.52,50
1041,96,946.49,1174.12,11.91,265.36,48
1041,99,910.20,689.06,4.42,290.15,2
1041,100,1072.22,829.65,8.33,106.46,12
1041,144,949.01,1209.74,12.31,296.80,52
1041,146,1331.17,868.42,11.31,276.48,2
1041,158,1289.59,1049.95,3.64,253.76,8
1041,180,951.23,727.58,9.34,236.24,13
1041,184,914.19,832.15,14.17,181.30,27
1041,190,907.84,702.52,4.62,280.10,3
1041,197,796.54,875.35,7.63,273.22,41
1042,0,1248.35,835.36,10.40,210.77,11
1042,3,1231.43,826.77,11.61,200.59,14
1042,26,925.38,979.00,12.14,144.27,43
1042,31,1272.31,805.61,11.44,246.44,4
1042,33,1241.25,953.37,6.81,179.12,37
1042,41,822.45,1047.89,8.25,265.43,1
1042,42,1340.26,868.76,13.07,285.23,25
1042,45,905.49,726.53,12.95,261.85,47
1042,53,903.45,683.82,5.56,298.17,41
1042,55,1305.24,858.27,11.84,254.31,5
1042,87,945.11,1199.92,6.67,289.32,49
1042,96,945.65,1162.35,11.80,255.23,47
1042,99,909.86,683.69,5.34,294.91,1
1042,100,1079.72,832.21,7.92,104.84,11
1042,144,948.14,1197.44,12.33,285.82,51
1042,146,1341.44,873.02,11.26,285.40,1
1042,158,1292.00,1044.96,5.54,253.72,7
1042,180,956.45,728.80,5.36,232.73,12
1042,184,915.03,845.39,13.26,173.36,26
1042,190,907.46,696.54,6.05,285.30,2
1042,197,804.12,876.75,7.71,265.52,40
1043,0,1258.77,840.33,11.55,217.76,10
1043,3,1240.38,831.31,10.04,205.82,13
1043,26,926.07,987.84,8.87,146.52,42
1043,31,1277.19,792.56,13.93,257.62,3
1043,33,1240.28,960.60,7.30,179.01,36
1043,41,821.83,1039.65,8.26,262.62,0
1043,42,1328.53,863.84,12.73,275.08,24
1043,45,906.39,739.15,12.65,251.32,46
1043,53,903.92,691.28,7.47,291.64,40
1043,55,1316.46,862.55,12.01,263.81,4
1043,87,944.49,1191.19,8.75,281.63,48
1043,96,944.81,1150.60,11.78,245.25,46
1043,99,909.61,679.75,3.91,298.40,0
1043,100,1087.12,834.78,7.84,103.77,10
1043,144,947.26,1184.97,12.50,274.82,50
1043,146,1350.36,878.84,10.66,292.93,0
1043,158,1291.32,1039.80,5.44,250.93,6
1043,179,1349.34,874.29,13.11,292.85,27
1043,180,963.24,727.31,7.28,231.05,11
1043,184,915.89,858.56,13.20,166.11,25
1043,190,906.96,688.51,8.12,292.34,1
1043,197,812.26,878.25,8.28,257.24,39
1044,0,1268.43,844.22,10.42,224.88,9
1044,3,1248.89,835.63,9.54,211.11,12
1044,26,926.46,992.78,4.96,147.99,41
1044,31,1282.04,779.60,13.84,268.98,2
1044,33,1239.34,967.55,7.01,179.19,35
1044,42,1316.22,859.02,13.22,264.57,23
1044,45,907.29,751.76,12.64,241.01,45
1044,53,904.50,700.34,9.08,283.76,39
1044,55,1327.60,866.93,11.97,273.39,3
1044,87,943.71,1180.22,11.00,272.06,47
1044,96,943.96,1138.60,12.03,235.24,45
1044,100,1091.52,841.33,8.30,98.59,9
1044,144,946.33,1171.96,13.04,263.49,49
1044,156,843.93,734.85,8.33,297.22,27
1044,158,1286.81,1038.05,4.93,246.09,5
1044,179,1337.80,867.73,13.32,283.08,26
1044,180,967.03,720.69,7.76,235.47,10
1044,184,916.90,872.37,13.84,159.25,24
1044,190,906.43,680.22,8.38,299.65,0
1044,197,820.04,879.60,7.90,249.36,38
1045,0,1279.22,848.34,11.55,233.19,8
1045,3,1253.77,837.61,5.28,214.51,11
1045,26,927.62,994.55,2.23,147.62,40
1045,31,1287.08,766.15,14.36,281.00,1
1045,33,1238.50,974.54,7.04,179.74,34
1045,42,1304.26,854.47,12.79,254.57,22
1045,45,908.38,764.43,12.72,230.75,44
1045,53,904.94,711.33,10.99,274.47,38
1045,55,1337.98,871.27,11.24,282.42,2
1045,87,942.79,1167.24,13.02,260.88,46
1045,96,943.11,1126.68,11.95,225.49,44
1045,100,1093.19,849.09,7.93,91.73,8
1045,144,945.46,1159.82,12.17,253.07,48
1045,156,851.28,736.81,7.61,290.50,26
1045,158,1280.73,1036.82,6.21,240.05,4
1045,179,1325.90,862.74,12.91,272.83,25
1045,180,969.42,713.44,7.64,241.17,9
1045,184,918.02,886.65,14.33,153.06,23
1045,197,828.22,880.72,8.26,241.14,37
1046,0,1289.08,852.11,10.55,241.03,7
1046,3,1254.52,837.86,0.79,215.06,10
1046,26,929.36,993.65,2.32,145.66,39
1046,31,1291.89,753.29,13.73,292.68,0
1046,33,1237.64,981.64,7.15,180.57,33
1046,42,1292.17,849.87,12.94,244.72,21
1046,45,910.66,777.23,13.01,219.83,43
1046,53,905.32,723.95,12.63,264.02,37
1046,55,1348.38,877.51,12.16,291.25,1
1046,87,941.87,1154.44,12.83,250.03,45
1046,96,942.26,1114.68,12.03,215.89,43
1046,100,1097.50,855.06,8.11,87.71,7
1046,144,944.57,1147.21,12.64,242.41,47
1046,156,859.43,739.00,8.45,283.08,25
1046,158,1274.00,1035.45,6.87,233.38,3
1046,179,1313.98,858.17,12.76,262.68,24
1046,180,971.90,705.95,7.89,247.16,8
1046,184,919.12,900.62,14.01,148.10,22
1046,197,836.00,881.78,7.85,233.32,36
1047,0,1299.02,855.90,10.64,249.14,6
1047,3,1257.62,837.60,3.13,217.95,9
1047,26,929.53,991.04,2.70,144.49,38
1047,33,1236.68,989.56,7.98,181.83,32
1047,42,1280.51,845.42,12.48,235.50,20
1047,45,911.52,789.94,12.74,210.22,42
1047,53,906.07,734.13,10.21,255.46,36
1047,55,1358.03,884.02,11.64,299.52,0
1047,87,940.92,1141.07,13.40,238.91,44
1047,96,941.43,1103.03,11.68,206.83,42
1047,100,1105.06,859.12,8.58,87.38,6
1047,144,943.72,1135.22,12.02,232.45,46
1047,156,867.26,741.11,8.11,276.02,24
1047,158,1267.18,1034.07,6.95,226.63,2
1047,179,1301.18,853.30,13.69,252.03,23
1047,180,974.50,698.10,8.27,253.56,7
1047,184,920.16,913.94,13.36,144.50,21
1047,197,843.12,882.76,7.18,226.17,35
1048,0,1308.98,859.69,10.66,257.45,5
1048,3,1261.02,834.59,4.66,222.34,8
1048,26,929.18,986.57,4.49,143.16,37
1048,33,1235.77,997.15,7.65,183.36,31
1048,42,1272.88,842.49,8.17,229.64,19
1048,45,912.34,802.82,12.90,200.90,41
1048,53,906.43,739.83,5.71,250.77,35
1048,87,939.99,1127.96,13.15,228.24,43
1048,96,940.63,1091.81,11.25,198.35,41
1048,100,1112.52,863.12,8.47,87.87,5
1048,144,942.85,1123.01,12.24,222.53,45
1048,156,876.07,743.51,9.13,268.12,23
1048,158,1260.13,1032.64,7.19,219.67,1
1048,179,1288.98,848.65,13.06,242.16,22
1048,180,977.10,690.82,7.73,259.52,6
1048,184,921.29,928.20,14.32,141.91,20
1048,190,903.37,682.50,5.46,299.33,42
1048,197,850.74,883.70,7.67,218.55,34
1049,0,1319.42,863.67,11.17,266.34,4
1049,3,1263.55,829.01,6.14,227.16,7
1049,26,928.64,979.67,6.92,141.37,36
1049,33,1235.00,1003.91,6.81,185.03,30
1049,42,1268.01,840.63,5.21,225.98,18
1049,45,913.16,815.82,13.02,191.90,40
1049,53,907.30,742.68,3.11,248.00,34
1049,87,939.07,1115.01,12.98,217.97,42
1049,96,939.85,1080.78,11.06,190.30,40
1049,100,1120.35,867.32,8.88,89.25,4
1049,144,941.97,1110.60,12.44,212.69,44
1049,156,883.89,745.64,8.11,261.17,22
1049,158,1253.11,1031.21,7.17,212.74,0
1049,179,1280.88,845.56,8.67,235.79,21
1049,180,979.73,683.68,7.61,265.43,5
1049,184,922.41,941.32,13.16,140.71,19
1049,190,903.81,689.55,7.07,293.15,41
1049,197,858.36,884.60,7.67,210.93,33
1050,0,1329.46,867.71,10.83,275.00,3
1050,3,1266.56,820.97,8.59,233.67,6
1050,26,927.90,970.29,9.40,139.46,35
1050,33,1234.29,1011.28,7.40,187.22,29
1050,42,1267.34,840.37,0.71,225.48,17
1050,45,914.02,829.46,13.67,182.99,39
1050,53,907.35,742.75,0.08,247.92,33
1050,87,938.12,1101.68,13.36,207.71,41
1050,96,938.91,1068.62,12.19,181.83,39
1050,100,1127.06,871.74,8.12,90.53,3
1050,144,941.10,1098.33,12.30,203.25,43
1050,156,891.91,747.83,8.31,254.11,21
1050,179,1276.51,843.89,4.68,232.41,20
1050,180,982.37,676.50,7.64,271.46,4
1050,184,923.51,955.05,13.78,140.83,18
1050,190,904.38,698.44,8.90,285.41,40
1050,197,865.99,885.50,7.68,203.31,32
1051,0,1339.68,871.98,11.08,283.92,2
1051,3,1270.07,811.59,10.01,241.41,5
1051,26,927.03,959.14,11.18,137.98,34
1051,33,1233.63,1019.01,7.76,189.87,28
1051,42,1267.28,840.35,0.07,225.44,16
1051,45,914.89,843.10,13.67,174.69,38
1051,53,907.35,742.75,0.01,247.91,32
1051,87,937.24,1089.34,12.38,198.54,40
1051,96,938.00,1057.39,11.26,174.45,38
1051,100,1131.53,878.76,8.47,89.11,2
1051,144,940.19,1085.66,12.71,193.82,42
1051,156,897.51,749.36,5.80,249.23,20
1051,179,1275.09,843.34,1.52,231.33,19
1051,180,984.95,669.49,7.48,277.43,3
1051,184,924.56,968.53,13.52,142.28,17
1051,190,904.87,708.79,10.36,276.59,39
1051,197,873.83,886.43,7.89,195.49,31
1052,0,1348.58,877.64,10.55,291.42,1
1052,3,1274.22,800.51,11.83,250.78,4
1052,26,929.35,947.78,11.15,134.20,33
1052,33,1233.16,1025.83,6.83,192.54,27
1052,42,1267.27,840.34,0.01,225.43,15
1052,45,915.71,856.01,12.94,167.48,37
1052,53,907.36,742.76,0.01,247.90,31
1052,87,936.30,1076.43,12.95,189.36,39
1052,96,937.01,1045.35,12.08,167.02,37
1052,100,1134.20,886.93,8.60,86.30,1
1052,144,939.23,1072.73,12.96,184.65,41
1052,156,900.68,750.22,3.29,246.48,19
