time_s,shard_id,x_m,y_m,speed_mps,distance_to_bs_m,dwell_remaining_s
111,106,1313.07,857.82,15.09,261.92,46
111,117,1237.44,983.29,6.38,180.81,34
111,136,1254.44,854.43,7.08,207.97,51
111,172,917.52,880.49,0.00,155.62,34
111,174,905.21,710.64,7.28,274.87,53
111,187,1289.67,848.91,13.97,242.71,44
111,188,933.81,1005.91,12.68,147.04,35
112,17,932.70,1071.37,11.09,188.10,11
112,28,1019.44,808.20,7.59,134.75,41
112,51,946.13,1169.13,13.68,261.05,37
112,74,1260.76,827.33,6.14,225.51,10
112,75,916.67,715.53,7.80,264.38,4
112,106,1299.57,852.68,14.45,250.72,45
112,117,1236.60,990.27,7.03,181.96,33
112,133,903.39,682.78,4.42,299.08,55
112,136,1253.44,861.62,7.26,204.34,50
112,172,917.52,880.49,0.00,155.62,33
112,174,909.76,716.22,7.51,267.69,52
112,187,1278.57,844.68,11.88,234.00,43
112,188,932.90,993.11,12.81,142.20,34
113,17,933.61,1083.44,12.11,196.39,10
113,28,1021.65,814.86,7.26,127.73,40
113,51,945.16,1155.55,13.61,249.44,36
113,74,1259.02,832.78,5.73,221.39,9
113,75,911.72,711.59,6.60,270.40,3
113,106,1287.59,848.12,12.82,241.06,44
113,117,1235.70,997.67,7.45,183.48,32
113,133,903.80,689.25,6.48,293.41,54
113,136,1252.40,869.12,7.57,200.76,49
113,172,917.52,880.49,0.00,155.62,32
113,174,916.80,718.85,7.55,261.55,51
113,187,1270.86,841.72,8.26,228.11,42
113,188,931.89,980.13,13.02,138.44,33
114,11,855.46,770.75,9.02,265.12,31
114,17,934.40,1094.52,11.11,204.35,9
114,28,1029.05,816.92,7.68,123.55,39
114,51,944.14,1141.18,14.41,237.38,35
114,74,1260.22,839.42,7.11,219.46,8
114,75,908.00,705.41,6.34,277.61,2
114,106,1279.82,845.16,8.32,234.96,43
114,117,1234.90,1004.99,7.37,185.33,31
114,133,904.30,697.29,8.05,286.41,53
114,136,1251.35,876.69,7.64,197.38,48
114,172,917.66,882.18,1.69,154.89,31
114,174,926.34,721.01,9.79,254.51,50
114,187,1267.34,840.37,3.76,225.49,41
114,188,930.86,966.99,13.18,135.80,32
115,11,857.44,762.92,8.07,268.54,30
115,17,935.24,1106.31,11.81,213.14,8
115,28,1036.75,819.19,8.02,119.44,38
115,51,943.09,1126.47,14.75,225.32,34
115,74,1267.11,843.71,8.26,223.88,7
115,75,907.54,697.79,7.70,284.21,1
115,106,1275.94,843.67,4.15,231.98,42
115,117,1234.25,1011.71,6.74,187.35,30
115,133,904.84,707.31,10.04,277.82,52
115,136,1250.28,884.46,7.84,194.16,47
115,172,918.00,886.45,4.29,153.14,30
115,174,938.15,724.13,12.22,245.67,49
115,187,1267.30,840.36,0.05,225.45,40
115,188,929.78,953.32,13.72,134.38,31
116,11,859.60,754.38,8.81,272.50,29
116,17,936.06,1117.82,11.54,221.99,7
116,28,1043.85,821.28,7.41,116.02,37
116,51,942.11,1112.63,13.87,214.28,33
116,74,1276.40,847.27,9.96,231.00,6
116,75,906.91,687.83,10.07,292.93,0
116,106,1274.98,843.30,1.03,231.24,41
116,117,1233.61,1019.28,7.60,189.97,29
116,133,906.61,713.60,6.73,271.64,51
116,136,1249.19,892.24,7.86,191.19,46
116,172,918.55,893.17,6.75,150.59,29
116,174,949.45,727.11,11.69,237.50,48
116,187,1267.27,840.34,0.03,225.43,39
116,188,928.73,940.17,13.20,134.35,30
117,11,861.67,746.17,8.47,276.51,28
117,17,936.85,1128.95,11.15,230.77,6
117,28,1051.56,823.56,8.04,112.74,36
117,51,941.11,1098.52,14.15,203.39,32
117,74,1286.98,851.31,11.32,239.35,5
117,106,1274.40,843.08,0.62,230.80,40
117,117,1233.15,1025.97,6.71,192.60,28
117,133,912.13,717.39,6.81,265.39,50
117,136,1248.25,899.19,7.01,188.81,45
117,172,919.19,901.52,8.37,147.82,28
117,174,960.96,730.15,11.90,229.49,47
117,187,1267.25,840.34,0.01,225.42,38
117,188,927.62,926.61,13.61,135.69,29
118,11,865.90,741.28,6.96,276.87,27
118,17,937.71,1141.10,12.18,240.59,5
118,28,1058.47,825.59,7.20,110.21,35
118,51,940.09,1084.13,14.42,192.71,31
118,74,1299.24,855.98,13.11,249.32,4
118,106,1274.28,843.03,0.13,230.71,39
118,117,1232.55,1033.24,7.29,195.59,27
118,133,918.58,719.28,6.73,260.19,49
118,136,1247.34,906.47,7.34,186.64,44
118,172,919.93,911.21,9.72,145.16,27
118,174,972.87,733.35,12.32,221.52,46
118,187,1267.25,840.34,0.00,225.42,37
118,188,926.61,914.16,12.50,138.09,28
119,11,872.52,742.54,6.79,271.29,26
119,17,938.53,1152.57,11.50,250.05,4
119,28,1065.89,827.78,7.74,107.96,34
119,51,939.02,1070.00,14.17,182.77,30
119,74,1312.20,860.92,13.88,260.18,3
119,106,1274.27,843.03,0.01,230.70,38
119,117,1231.80,1039.70,6.51,198.26,26
119,133,926.97,721.17,8.60,254.03,48
119,136,1246.34,914.43,8.02,184.57,43
119,172,920.80,921.60,10.43,142.91,26
119,174,984.23,736.57,11.81,214.15,45
119,187,1267.25,840.34,0.00,225.42,36
119,188,925.56,900.86,13.34,141.79,27
120,11,880.40,744.69,8.17,264.26,25
120,17,939.37,1164.38,11.83,259.95,3
120,28,1073.62,830.10,8.06,106.15,33
120,51,937.86,1055.63,14.41,173.33,29
120,74,1324.92,865.80,13.62,271.08,2
120,106,1274.26,843.02,0.01,230.69,37
120,117,1230.44,1046.91,7.34,201.00,25
120,133,937.01,723.83,10.39,246.51,47
120,136,1245.48,921.30,6.92,183.04,42
120,172,921.63,932.74,11.17,141.41,25
120,174,994.97,739.52,11.14,207.65,44
120,187,1267.25,840.34,0.00,225.42,35
120,188,924.51,887.50,13.39,146.65,26
121,11,888.79,746.98,8.70,256.84,24
121,17,940.19,1175.89,11.54,269.76,2
121,28,1080.66,832.54,7.45,104.67,32
121,51,936.68,1041.33,14.35,164.66,28
121,74,1337.10,870.90,13.21,281.65,1
121,106,1274.26,843.02,0.00,230.69,36
121,117,1228.75,1054.19,7.48,203.74,24
121,133,947.42,726.58,10.77,238.95,46
121,136,1244.48,929.22,7.99,181.59,41
121,172,922.67,944.33,11.64,140.60,24
121,174,1006.16,742.61,11.61,201.29,43
121,187,1266.03,839.87,1.31,224.52,34
121,188,923.50,874.99,12.55,152.15,25
122,11,895.82,748.90,7.28,250.70,23
122,17,940.99,1187.16,11.30,279.49,1
122,28,1087.81,835.02,7.56,103.70,31
122,51,935.54,1027.44,13.93,157.04,27
122,74,1348.08,877.30,12.74,290.99,0
122,106,1273.23,842.63,1.10,229.91,35
122,117,1226.83,1060.92,6.99,206.19,23
122,133,957.90,729.34,10.83,231.59,45
122,136,1243.51,936.74,7.59,180.51,40
122,172,923.55,955.57,11.28,140.87,23
122,174,1017.48,745.79,11.76,195.30,42
122,187,1262.75,838.56,3.54,222.12,33
122,188,922.51,861.32,13.72,158.97,24
123,11,899.90,750.01,4.23,247.16,22
123,17,941.85,1199.15,12.02,289.97,0
123,28,1091.44,840.93,7.17,98.95,30
123,51,934.33,1012.71,14.78,149.96,26
123,106,1270.71,841.67,2.70,228.01,34
123,117,1224.86,1067.83,7.18,208.93,22
123,133,969.15,732.31,11.63,224.01,44
123,136,1242.55,943.80,7.13,179.73,39
123,172,924.46,967.19,11.65,142.08,22
123,174,1028.35,748.98,11.33,189.91,41
123,187,1257.79,836.40,5.41,218.64,32
123,188,921.65,848.77,12.59,165.95,23
123,192,1352.89,876.68,13.09,295.83,44
124,11,906.05,750.30,6.31,242.92,21
124,28,1092.99,848.18,7.41,92.53,29
124,51,933.25,998.05,14.71,143.96,25
124,106,1266.73,840.14,4.27,225.03,33
124,117,1223.05,1074.14,6.57,211.61,21
124,133,979.99,735.37,11.27,216.86,43
124,136,1241.57,951.03,7.29,179.22,38
124,172,925.32,978.20,11.05,144.09,21
124,174,1039.15,752.17,11.26,185.08,40
124,187,1251.02,833.13,7.52,214.18,31
124,188,920.79,835.07,13.73,174.23,22
124,192,1341.50,869.33,13.56,286.29,43
125,11,909.60,743.99,7.87,245.54,20
125,28,1095.72,854.11,7.03,87.91,28
125,51,932.14,983.38,14.70,139.28,24
125,106,1260.72,837.70,6.48,220.68,32
125,117,1221.24,1080.48,6.59,214.47,20
125,133,990.72,738.42,11.15,210.12,42
125,136,1240.63,957.96,7.00,179.02,37
125,170,1350.12,874.81,13.31,293.50,59
125,172,926.15,988.82,10.65,146.80,20
125,174,1051.05,755.69,12.41,180.42,39
125,187,1242.33,828.72,9.74,208.82,30
125,188,919.98,822.31,12.78,182.53,21
125,192,1329.03,864.05,13.54,275.51,42
126,11,909.40,735.92,8.08,252.02,19
126,28,1102.03,857.50,7.16,87.41,27
126,51,931.02,969.10,14.32,136.14,23
126,106,1253.37,834.30,8.11,215.69,31
126,117,1219.38,1086.99,6.77,217.57,19
126,133,1002.14,741.48,11.84,203.54,41
126,136,1239.66,965.19,7.29,179.09,36
126,170,1338.13,867.87,13.90,283.36,58
126,172,926.94,999.58,10.79,150.31,19
126,174,1062.09,758.96,11.51,176.75,38
126,187,1231.95,823.45,11.64,202.84,29
126,188,919.12,808.60,13.73,191.99,20
126,192,1317.32,859.44,12.59,265.51,41
127,11,908.80,727.75,8.18,258.89,18
127,28,1108.32,860.87,7.14,87.49,26
127,51,929.92,955.07,14.08,134.49,22
127,106,1244.26,829.70,10.20,209.98,30
127,117,1216.93,1094.00,7.43,220.80,18
127,133,1012.82,744.48,11.09,197.70,40
127,136,1238.79,972.13,6.99,179.52,35
127,170,1326.19,862.86,12.94,273.08,57
127,172,927.77,1010.88,11.33,154.72,18
127,174,1073.97,762.48,12.39,173.57,37
127,187,1219.41,817.27,13.99,196.19,28
127,188,918.30,795.68,12.94,201.37,19
127,192,1305.29,854.86,12.87,255.42,40
128,11,908.53,724.08,3.68,262.01,17
128,28,1114.84,864.37,7.40,88.19,25
128,51,928.77,940.64,14.48,134.33,21
128,106,1233.17,824.07,12.43,203.52,29
128,117,1214.49,1100.38,6.83,223.75,17
128,133,1023.34,747.51,10.94,192.34,39
128,136,1237.82,980.16,8.09,180.38,34
128,170,1314.18,858.24,12.88,262.85,56
128,172,928.70,1022.31,11.47,159.80,17
128,174,1084.70,765.67,11.19,171.42,36
128,187,1206.70,811.79,13.84,189.75,27
128,188,917.46,782.79,12.90,211.11,18
128,192,1293.51,850.38,12.61,245.79,39
129,11,908.53,724.05,0.03,262.04,16
129,28,1121.79,868.09,7.88,89.60,24
129,51,927.63,926.77,13.92,135.67,20
129,106,1220.54,817.78,14.12,196.78,28
129,117,1211.88,1107.20,7.30,227.10,16
129,133,1033.86,750.61,10.97,187.38,38
129,136,1236.92,987.56,7.46,181.48,33
129,170,1302.64,853.85,12.34,253.23,55
129,172,929.56,1032.73,10.45,164.98,16
129,174,1096.26,769.10,12.06,169.89,35
129,187,1194.51,806.74,13.19,184.19,26
129,188,915.96,769.62,13.26,221.83,17
129,192,1281.12,845.66,13.26,235.98,38
130,11,908.53,724.04,0.01,262.05,15
130,21,1286.58,1128.30,7.27,295.09,19
130,28,1127.53,872.24,7.17,90.51,23
130,51,926.52,913.14,13.68,138.34,19
130,106,1207.82,812.25,13.86,190.30,27
130,117,1209.24,1114.08,7.36,230.65,15
130,133,1044.89,753.86,11.50,182.75,37
130,136,1236.05,994.83,7.32,182.86,32
130,170,1290.12,849.08,13.40,243.07,54
130,172,930.46,1043.66,10.97,170.95,15
130,174,1107.63,772.48,11.86,169.22,34
130,187,1181.79,801.46,13.77,179.25,25
130,188,914.09,756.72,13.05,232.84,16
130,192,1272.73,842.44,8.98,229.53,37
131,11,908.53,724.03,0.01,262.05,14
131,21,1280.62,1128.29,5.96,290.59,18
131,28,1131.51,878.69,7.72,89.13,22
131,51,925.44,899.28,13.90,142.30,18
131,106,1194.80,806.86,14.09,184.31,26
131,117,1206.68,1120.77,7.17,234.29,14
131,133,1055.20,756.92,10.75,178.96,36
131,136,1235.24,1001.50,6.72,184.37,31
131,170,1281.80,845.92,8.90,236.50,53
131,172,931.39,1055.00,11.38,177.63,14
131,174,1118.79,775.80,11.64,169.36,33
131,187,1169.09,795.82,13.90,175.57,24
131,188,910.55,745.00,12.34,244.15,15
131,192,1268.09,840.66,4.98,226.04,36
132,11,908.53,724.03,0.00,262.05,13
132,21,1275.28,1126.12,6.12,285.16,17
132,28,1133.69,885.32,6.98,86.81,21
132,51,924.29,884.81,14.50,147.75,17
132,106,1181.86,801.49,14.01,179.28,25
132,117,1204.24,1127.13,6.81,237.89,13
132,133,1065.89,760.09,11.15,175.65,35
132,136,1232.07,1005.94,5.89,183.07,30
132,170,1276.91,844.04,5.24,232.72,52
132,172,932.24,1065.41,10.44,184.18,13
132,174,1130.14,779.92,12.10,169.64,32
132,187,1156.65,789.62,13.91,173.53,23
132,188,909.43,736.46,8.65,251.57,14
132,192,1267.53,840.44,0.60,225.62,35
133,11,908.53,724.03,0.00,262.05,12
133,21,1274.69,1120.75,5.52,281.16,16
133,28,1132.48,892.00,7.23,82.08,20
133,51,923.22,871.11,13.76,153.99,16
133,106,1168.16,795.38,15.01,175.36,24
133,117,1201.83,1133.43,6.74,241.59,12
133,133,1076.53,763.24,11.10,173.00,34
133,136,1227.24,1005.37,4.94,178.40,29
133,170,1274.58,843.15,2.50,230.93,51
133,172,933.10,1076.60,11.22,191.63,12
133,174,1140.40,785.02,11.46,169.40,31
133,187,1144.54,783.52,13.55,172.66,22
133,188,909.16,732.31,4.15,255.03,13
133,192,1267.36,840.38,0.17,225.50,34
134,11,908.53,724.03,0.00,262.05,11
134,21,1275.50,1112.74,8.07,276.57,15
134,28,1128.61,897.87,7.03,75.74,19
134,51,922.17,856.62,14.54,161.52,15
134,106,1155.11,788.84,14.60,173.36,23
134,117,1199.42,1139.37,6.41,245.12,11
134,133,1087.37,766.46,11.31,170.99,33
134,136,1220.85,1003.60,6.63,171.83,28
134,170,1274.39,843.08,0.20,230.79,50
134,172,933.91,1087.63,11.06,199.36,11
134,174,1150.94,790.33,11.80,169.91,30
134,187,1132.97,777.73,12.94,172.78,21
134,188,909.11,731.62,0.69,255.61,12
134,192,1267.29,840.35,0.08,225.45,33
135,11,908.53,724.03,0.00,262.05,10
135,21,1277.17,1105.23,7.70,273.14,14
135,28,1124.59,904.23,7.52,69.16,18
135,51,921.23,842.14,14.52,169.87,14
135,106,1142.70,782.59,13.89,172.61,22
135,117,1196.79,1145.55,6.71,248.86,10
135,133,1097.94,769.60,11.03,169.74,32
135,136,1213.73,1001.18,7.53,164.33,27
135,170,1274.31,843.04,0.09,230.73,49
135,172,934.68,1098.43,10.83,207.23,10
135,174,1161.60,795.69,11.93,171.25,29
135,187,1120.68,773.02,13.18,172.61,20
135,188,909.10,731.53,0.09,255.68,11
135,192,1267.26,840.34,0.03,225.42,32
136,11,908.53,724.03,0.00,262.05,9
136,21,1278.93,1097.34,8.08,269.72,13
136,28,1120.70,910.37,7.27,63.02,17
136,41,1076.62,637.32,5.64,298.70,64
136,51,920.33,827.80,14.36,178.89,13
136,106,1131.20,776.89,12.84,172.84,21
136,117,1194.08,1151.92,6.93,252.84,9
136,133,1108.99,772.89,11.52,169.19,31
136,136,1206.59,998.31,7.70,156.64,26
136,170,1274.28,843.03,0.03,230.71,48
136,172,935.48,1109.74,11.34,215.75,9
136,174,1172.08,800.64,11.59,173.61,28
136,187,1108.04,769.26,13.19,172.43,19
136,188,909.10,731.51,0.02,255.70,10
136,192,1267.26,840.34,0.01,225.42,31
137,11,908.53,724.03,0.00,262.05,8
137,21,1280.48,1090.38,7.12,266.87,12
137,28,1116.42,917.13,8.00,56.56,16
137,41,1074.71,642.94,5.94,293.00,63
137,51,919.43,813.51,14.32,188.54,12
137,106,1118.72,772.43,13.27,172.52,20
137,117,1191.55,1157.88,6.47,256.68,8
137,133,1119.31,775.95,10.76,169.39,30
137,136,1200.08,995.69,7.02,149.62,25
137,170,1274.27,843.03,0.01,230.70,47
137,172,936.23,1120.26,10.54,223.90,8
137,174,1183.03,805.44,11.95,177.13,27
137,187,1094.67,765.29,13.95,173.33,18
137,188,909.10,731.51,0.00,255.70,9
137,192,1265.71,839.74,1.66,224.28,30
138,11,908.53,724.03,0.00,262.05,7
138,21,1282.24,1082.49,8.09,263.83,11
138,28,1112.63,923.14,7.11,51.19,15
138,41,1072.66,648.97,6.37,286.90,62
138,51,918.57,799.90,13.63,198.26,11
138,106,1104.80,768.30,14.52,172.55,19
138,117,1188.90,1164.16,6.81,260.84,7
138,133,1129.40,779.57,10.72,169.67,29
138,136,1193.57,992.77,7.14,142.49,24
138,170,1272.92,842.51,1.44,229.68,46
138,172,936.99,1130.89,10.66,232.33,7
138,174,1194.07,810.02,11.96,181.59,26
138,187,1081.24,761.31,14.00,175.35,17
138,188,909.10,731.51,0.00,255.70,8
138,192,1261.83,838.17,4.19,221.46,29
139,11,908.48,722.69,1.34,263.16,6
139,21,1283.84,1075.33,7.33,261.27,10
139,28,1108.43,929.77,7.84,45.81,14
139,41,1070.64,654.92,6.28,280.90,61
139,51,917.62,785.11,14.81,209.33,10
139,106,1091.44,764.34,13.92,173.72,18
139,117,1186.36,1170.40,6.75,265.14,6
139,133,1139.66,784.65,11.45,169.40,28
139,136,1187.22,989.29,7.25,135.27,23
139,170,1269.56,841.22,3.61,227.14,45
139,172,937.75,1141.61,10.74,241.00,6
139,174,1204.39,814.30,11.17,186.36,25
139,187,1068.21,757.44,13.59,178.34,16
139,188,909.10,731.51,0.00,255.70,7
139,192,1255.94,835.56,6.44,217.38,28
140,11,908.39,719.66,3.08,265.68,5
140,21,1285.62,1067.33,8.20,258.61,9
140,28,1104.53,935.94,7.30,41.53,13
140,41,1068.79,660.36,5.75,275.41,60
140,51,916.36,772.16,13.01,219.67,9
140,103,1156.69,895.72,8.48,101.86,70
140,106,1078.69,760.55,13.30,175.86,17
140,117,1183.83,1176.62,6.71,269.51,5
140,133,1149.26,789.48,10.75,169.77,27
140,136,1181.19,985.99,6.87,128.44,22
140,170,1265.00,839.68,4.82,223.66,44
140,172,938.49,1152.08,10.50,249.64,5
140,174,1214.73,818.66,11.22,191.62,24
140,187,1054.69,753.43,14.09,182.47,15
140,188,909.03,730.55,0.96,256.52,6
140,192,1248.09,831.64,8.78,212.33,27
141,11,908.26,715.12,4.61,269.46,4
141,21,1287.22,1060.12,7.38,256.42,8
141,28,1101.16,941.26,6.30,38.56,12
141,41,1067.10,665.34,5.26,270.41,59
141,51,914.23,758.34,14.00,231.50,8
141,75,904.13,694.50,12.87,288.83,33
141,103,1154.07,902.56,7.32,96.91,69
141,106,1064.79,756.43,14.50,179.29,16
141,116,1288.15,965.38,9.71,227.09,8
141,117,1181.29,1182.85,6.73,273.99,4
141,133,1159.25,794.51,11.19,170.88,26
141,136,1175.00,982.60,7.06,121.41,21
141,170,1262.95,839.22,2.11,222.01,43
141,172,939.25,1162.74,10.68,258.57,4
141,174,1225.90,823.96,12.37,197.54,23
141,187,1041.23,749.45,14.04,187.53,14
141,188,908.83,728.13,2.42,258.57,5
141,192,1238.15,826.60,11.14,206.35,26
142,11,908.07,708.81,6.40,274.75,3
142,21,1288.90,1052.61,7.70,254.35,7
142,28,1097.85,947.28,6.89,36.72,11
142,41,1065.08,671.25,6.25,264.46,58
142,51,911.51,747.12,11.63,241.90,7
142,75,904.85,708.08,13.60,277.18,32
142,103,1151.16,910.50,8.46,91.68,68
142,106,1050.78,752.27,14.61,183.85,15
142,116,1296.44,969.27,9.16,235.84,7
142,117,1178.47,1189.78,7.48,279.08,3
142,133,1169.34,799.43,11.22,172.86,25
142,136,1168.96,979.29,6.88,114.57,20
142,170,1259.23,839.70,3.81,218.45,42
142,172,940.00,1173.15,10.44,267.41,3
142,174,1236.09,829.13,11.43,203.26,22
142,187,1028.00,745.54,13.80,193.36,13
142,188,908.54,724.30,3.85,261.83,4
142,192,1227.04,820.96,12.46,200.19,25
143,11,907.74,700.94,7.95,281.47,2
143,21,1291.16,1046.78,6.30,253.75,6
143,28,1098.63,953.43,6.75,39.79,10
143,41,1063.28,676.55,5.59,259.16,57
143,51,909.56,738.55,8.89,249.84,6
143,75,905.26,721.97,13.90,265.65,31
143,103,1148.87,917.66,7.52,87.75,67
143,106,1038.00,748.49,13.33,188.88,14
143,116,1305.06,973.32,9.53,244.96,6
143,117,1175.69,1196.62,7.39,284.21,2
143,133,1179.43,803.91,11.04,175.86,24
143,136,1162.90,975.26,7.28,107.44,19
143,170,1256.11,844.41,5.86,213.61,41
143,172,940.80,1184.51,11.39,277.19,2
143,174,1244.58,833.44,9.52,208.39,21
143,187,1014.84,741.73,13.70,199.87,12
143,188,908.34,718.04,6.34,267.02,3
143,192,1215.36,815.43,12.93,194.11,24
144,11,907.15,691.65,9.39,289.58,1
144,20,903.90,690.87,14.41,292.00,37
144,21,1292.02,1041.11,5.97,252.10,5
144,28,1104.53,956.40,6.74,46.39,9
144,41,1061.50,681.78,5.52,253.93,56
144,51,909.00,730.16,8.40,256.84,5
144,75,906.18,735.80,13.86,254.09,30
144,103,1146.60,924.79,7.48,84.31,66
144,106,1025.07,744.68,13.48,194.76,13
144,116,1313.85,977.45,9.71,254.29,5
144,117,1173.10,1203.27,7.13,289.33,1
144,133,1190.35,808.48,11.84,180.01,23
144,136,1156.93,971.24,7.20,100.42,18
144,170,1254.76,852.10,7.83,209.19,40
144,172,941.58,1195.49,11.00,286.76,1
144,174,1249.05,835.72,5.02,211.22,20
144,187,1001.26,737.92,14.11,207.21,11
144,188,908.11,710.35,7.81,273.46,2
144,192,1203.28,810.37,13.10,188.11,23
145,11,906.47,680.74,11.02,299.19,0
145,20,904.76,704.61,13.77,280.08,36
145,21,1287.29,1038.15,5.92,246.57,4
145,28,1111.82,958.26,7.52,53.77,8
145,41,1059.70,687.09,5.61,248.64,55
145,51,908.45,721.59,8.62,264.08,4
145,75,907.13,749.52,13.75,242.83,29
145,103,1142.52,931.52,7.90,79.62,65
145,106,1011.71,740.85,13.90,201.50,12
145,116,1322.42,981.47,9.47,263.42,4
145,117,1170.69,1210.46,7.59,295.10,0
145,124,1288.98,751.93,13.56,291.27,27
145,133,1200.18,812.55,10.64,184.35,22
145,136,1150.31,967.35,7.68,92.86,17
145,170,1253.63,860.28,8.25,205.00,39
145,172,942.35,1206.27,10.81,296.24,0
145,174,1249.52,835.96,0.53,211.52,19
145,187,987.70,734.27,14.04,215.05,10
145,188,907.76,701.28,9.16,281.17,1
145,192,1191.64,805.55,12.60,183.00,22
146,20,905.17,718.98,14.37,268.12,35
146,21,1280.42,1036.75,7.01,239.74,3
146,28,1117.73,959.76,6.10,59.77,7
146,41,1058.01,692.41,5.58,243.35,54
146,51,908.15,711.45,10.29,272.53,3
146,75,908.24,763.39,13.92,231.62,28
146,103,1138.02,938.42,8.24,75.06,64
146,106,997.75,736.94,14.49,209.21,11
146,116,1330.62,985.32,9.06,272.17,3
146,124,1284.58,763.69,12.55,280.51,26
146,133,1210.85,816.98,11.55,189.62,21
146,136,1143.45,963.59,7.82,85.14,16
146,170,1252.54,868.14,7.94,201.22,38
146,174,1249.84,836.12,0.36,211.72,18
146,187,975.04,730.65,13.17,223.14,9
146,188,907.06,690.20,11.21,290.85,0
146,192,1179.70,800.53,12.95,178.58,21
147,20,905.98,732.69,13.74,256.66,34
147,21,1273.44,1035.34,7.12,232.83,2
147,28,1121.79,961.98,4.76,64.39,6
147,41,1056.29,698.25,6.09,237.55,53
147,51,907.72,700.54,11.04,281.82,2
147,75,910.58,776.62,13.45,220.32,27
147,103,1133.78,945.07,7.89,71.39,63
147,106,985.11,733.50,13.10,216.70,10
147,116,1338.87,989.19,9.11,281.00,2
147,124,1280.15,775.52,12.64,269.84,25
147,133,1221.08,821.53,11.20,195.00,20
147,136,1137.48,961.57,6.34,78.84,15
147,170,1251.36,876.64,8.58,197.40,37
147,174,1249.88,836.14,0.04,211.74,17
147,187,962.20,727.16,13.30,231.63,8
147,192,1168.08,795.34,12.72,175.34,20
148,11,949.05,1210.30,11.88,297.30,17
148,20,906.90,746.45,13.79,245.33,33
148,21,1266.08,1033.85,7.51,225.54,1
148,28,1120.92,967.21,5.69,65.92,5
148,41,1054.65,703.82,5.80,232.04,52
148,51,907.01,689.31,11.35,291.63,1
148,75,911.56,790.55,13.96,209.78,26
148,103,1129.96,951.92,7.84,68.89,62
148,106,972.00,729.79,13.62,225.13,9
148,116,1346.73,992.88,8.68,289.42,1
148,124,1275.65,787.54,12.84,259.17,24
148,133,1231.53,826.82,11.71,200.64,19
148,136,1135.70,961.10,1.84,77.01,14
148,170,1250.22,884.90,8.34,193.98,36
148,174,1249.88,836.14,0.00,211.75,16
148,187,949.24,723.74,13.40,240.57,7
148,192,1155.94,789.26,13.59,173.45,19
149,11,948.26,1199.08,11.25,287.28,16
149,20,907.94,759.91,13.50,234.42,32
149,21,1258.10,1032.23,8.15,217.66,0
149,28,1116.69,973.94,7.95,65.91,4
149,41,1053.12,709.02,5.42,226.91,51
149,51,906.53,681.73,7.65,298.31,0
149,75,912.41,803.86,13.35,200.16,25
149,103,1124.32,956.89,7.79,64.87,61
149,106,959.10,726.35,13.36,233.73,8
149,116,1354.49,996.53,8.58,297.76,0
149,124,1271.18,799.48,12.75,248.79,23
149,133,1238.33,830.27,7.63,204.59,18
149,136,1135.51,961.05,0.20,76.80,13
149,170,1249.15,892.56,7.74,191.08,35
149,174,1249.88,836.14,0.00,211.75,15
149,187,936.00,720.25,13.69,250.11,6
